#,"URL Rating (desc)","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",Type,TextPre,"Link Anchor",TextPost,"HTTP Code","DP check","RP check"
514,16,https://www.avvo.com/real-estate-lawyer/fl/hialeah.html,"Find the best Real Estate lawyer in Hialeah, FL - Avvo",190,41,http://www.lawyermeup.com/,Nofollow,,Website,,404,"2020-09-29 05:44:54","2020-04-26 21:24:20"
515,16,https://www.avvo.com/real-estate-lawyer/fl/hollywood.html,"Find the best Real Estate lawyer in Hollywood, FL - Avvo",190,46,http://www.lawyermeup.com/,Nofollow,,Website,,404,"2020-09-29 05:44:54","2020-03-11 02:23:32"
516,16,https://www.avvo.com/real-estate-lawyer/fl/pembroke_pines.html,"Find the best Real Estate lawyer in Pembroke Pines, FL - Avvo",190,29,http://www.lawyermeup.com/,Nofollow,,Website,,404,"2020-09-29 05:44:54","2020-04-14 06:58:31"
517,16,https://www.avvo.com/attorneys/78155-tx-stephen-ganske-1954499.html,"Lawyer Stephen Ganske - Seguin, TX Attorney - Avvo",151,11,http://www.krmelaw.com/,Nofollow,,,,404,"2020-09-15 07:46:58","2020-03-31 04:37:09"
518,16,https://www.avvo.com/attorneys/70130-la-marx-sterbcow-1843097.html,"Lawyer Marx Sterbcow - New Orleans, LA Attorney - Avvo",166,21,http://www.yourrealestatelawyer.com/,Nofollow,,"Real Estate Law",,404,"2020-09-29 01:25:40","2020-04-09 22:24:14"
519,16,https://www.avvo.com/legal-guides/ugc/tips-for-avoiding-being-stopped-at-a-sobriety-checkpoint-roadblock,"Tips for Avoiding Being Stopped at a “Sobriety Checkpoint” Roadblock & What to Do if You are Stopped - Legal Guides - Avvo",171,14,http://www.theduibook.com/,"Nofollow, UGC",,"Book on National DUI-DWI Laws",,404,"2020-09-29 08:42:51","2020-04-23 13:50:37"
520,16,https://www.avvo.com/attorneys/19102-pa-jeffrey-fritz-1617653.html,"Lawyer Jeffrey Fritz - Philadelphia, PA Attorney - Avvo",142,16,http://www.crimevictimslegalhelp.com/,Nofollow,,"Crime Victim Representation",,404,"2020-09-23 00:29:34","2020-04-27 01:37:04"
521,16,https://www.avvo.com/lawsuits-disputes-lawyer/tx.html,"Find the best Lawsuits & Disputes lawyer in Texas - Avvo",214,21,http://www.henkelawfirm.com/,Nofollow,,Website,,404,"2020-10-01 01:03:54","2020-04-10 00:18:34"
522,16,https://www.avvo.com/all-lawyers/va/manassas.html,"Find the best lawyer in Manassas, VA - Avvo",211,42,https://www.votelenox.com/,Nofollow,,Website,,404,"2020-09-25 17:37:55","2020-04-08 06:30:07"
523,16,https://www.avvo.com/attorneys/64111-mo-michael-rapp-4426046.html,"Lawyer Michael Rapp - Kansas City, MO Attorney - Avvo",189,12,http://theconsumeradvocateblog.wordpress.com/2013-fair-credit-reporting-act-conference-in-austin-tx-may-30th-june-1st/,Nofollow,,"Marketing Your Small Firm",,0,"2020-09-01 21:05:48","2020-04-15 11:54:52"
524,16,https://www.avvo.com/real-estate-lawyer/mo/kansas_city.html,"Find the best Real Estate lawyer in Kansas City, MO - Avvo",190,20,https://www.saderlawfirm.com/neil-s-sader.aspx,Nofollow,,Website,,404,"2020-09-27 01:52:18","2020-02-18 12:14:12"
525,16,https://www.avvo.com/civil-rights-lawyer/ga.html,"Find the best Civil Rights lawyer in Georgia - Avvo",214,20,https://www.chancoschiffer.com/atlanta-personal-injury-lawyer/,Nofollow,,Website,,404,"2020-09-23 04:27:27","2020-03-23 17:19:47"
526,16,https://www.avvo.com/attorneys/28105-nc-matthew-villmer-1889410.html,"Lawyer Matthew Villmer - Matthews, NC Attorney - Avvo",151,20,https://www.nace.net/experience2015,Nofollow,,"Contract Drafting for Caterers and Event Planners",,404,"2020-09-18 04:02:49","2020-05-08 14:16:34"
527,16,https://www.avvo.com/attorneys/10022-ny-marc-thompson-819203.html,"Lawyer Marc Thompson - New York, NY Attorney - Avvo",189,19,https://pulversthompson.com/personal-injury-lawyer-blog/,Nofollow,,"New York Personal Injury Blog",,404,"2020-09-28 17:45:24","2020-04-14 19:45:55"
528,16,https://www.avvo.com/attorneys/53045-wi-sarah-kaas-1534896.html,"Lawyer Sarah Kaas - Brookfield, WI Attorney - Avvo",157,13,https://www.cannon-dunphy.com/attorneys/sarah-f-kaas/,Nofollow,,"About Sarah F. Kaas",,404,"2020-09-20 18:55:51","2020-03-28 08:03:40"
529,16,https://www.avvo.com/attorneys/10103-ny-john-wood-829352.html,"Lawyer John Wood - New York, NY Attorney - Avvo",158,21,https://www.lawcatalog.com/product_detail.cfm/,Nofollow,,"Treatise - Negotiating & Drafting Office Leases",,404,"2020-09-30 14:52:38","2020-04-17 16:23:31"
530,16,https://www.avvo.com/attorneys/58501-nd-mary-melech-4070473.html,"Lawyer Mary Melech - Bismarck, ND Attorney - Avvo",167,23,https://www.orangecountynorml.org/calendar,Nofollow,,"Child Custody and Cannabis - ""How do I keep my kid and my medical cannabis?""",,404,"2020-09-20 02:16:25","2020-04-07 07:54:30"
530,16,https://www.avvo.com/attorneys/58501-nd-mary-melech-4070473.html,"Lawyer Mary Melech - Bismarck, ND Attorney - Avvo",167,23,http://www.callawyer.com/2016/04/the-state-of-facebook-and-family-law/,Nofollow,,"The State of Facebook and Family Law",,404,"2020-09-16 03:12:52","2020-04-07 07:54:30"
531,16,https://www.avvo.com/attorneys/48034-mi-randall-blau-731191.html,"Lawyer Randall Blau - Southfield, MI Attorney - Avvo",164,20,https://buckfirelaw.com/practice_areas/michigan-medical-malpractice-attorney-michigan-medical-malpractice-lawyers.cfm,Nofollow,,"Michigan Medical Malpractice Lawyers",,404,"2020-09-20 04:26:56","2020-04-24 14:10:09"
531,16,https://www.avvo.com/attorneys/48034-mi-randall-blau-731191.html,"Lawyer Randall Blau - Southfield, MI Attorney - Avvo",164,20,https://buckfirelaw.com/practice_areas/michigan-auto-accident-attorney-best-michigan-car-accident-lawyers.cfm,Nofollow,,"Michigan Auto Accident Attorneys",,404,"2020-09-19 13:05:47","2020-04-24 14:10:09"
532,16,https://www.avvo.com/attorneys/26003-wv-christopher-regan-529494.html,"Lawyer Christopher Regan - Wheeling, WV Attorney - Avvo",172,68,http://www.courts.state.pa.us/T/SupremeCourt/default.htm,Dofollow,"of Appeals , the Supreme Court of Ohio , the","Supreme Court of Pennsylvania",", the United States Court of Appeals for the Fourth",0,"2020-09-28 22:52:29","2020-04-14 08:14:57"
532,16,https://www.avvo.com/attorneys/26003-wv-christopher-regan-529494.html,"Lawyer Christopher Regan - Wheeling, WV Attorney - Avvo",172,68,http://www.superior.court.state.pa.us/,Dofollow,"States Court of Appeals for the Fourth Circuit , the","Superior Court of Pennsylvania","as well as the appellate courts of Ohio. Chris is",404,"2020-09-16 06:22:45","2020-04-14 08:14:57"
533,16,https://www.avvo.com/attorneys/20817-md-david-wooten-4322836.html,"Lawyer David Wooten - Bethesda, MD Attorney - Avvo",174,15,http://www.dccriminallawyer.com/dc-dui-lawyer,Nofollow,,"DC dui Lawyer",,404,"2020-09-29 02:55:38","2020-04-23 12:58:57"
533,16,https://www.avvo.com/attorneys/20817-md-david-wooten-4322836.html,"Lawyer David Wooten - Bethesda, MD Attorney - Avvo",174,15,http://www.dccriminallawyer.com/homicide,Nofollow,,"DC Homicide lawyer",,404,"2020-09-28 16:04:38","2020-04-23 12:58:57"
533,16,https://www.avvo.com/attorneys/20817-md-david-wooten-4322836.html,"Lawyer David Wooten - Bethesda, MD Attorney - Avvo",174,15,http://www.dccriminallawyer.com/dc-criminal-defense,Nofollow,,"DC criminal defense lawyer",,404,"2020-09-24 22:25:27","2020-04-23 12:58:57"
534,16,https://www.avvo.com/all-lawyers/ar/jonesboro.html,"Find the best lawyer in Jonesboro, AR - Avvo",211,14,http://www.scholtensaveritt.com/,Nofollow,,Website,,404,"2020-09-29 19:52:34","2020-03-22 05:50:46"
535,16,https://www.avvo.com/attorneys/90503-ca-dennis-mcgoldrick-333235.html,"Lawyer Dennis McGoldrick - Torrance, CA Attorney - Avvo",143,14,https://www.morganking.com/McGoldrick.htm,Nofollow,,Publisher,,404,"2020-09-13 13:18:45","2020-04-13 22:36:49"
536,16,https://www.avvo.com/tax-lawyer/tx.html,"Find the best Tax lawyer in Texas - Avvo",188,40,http://www.ojotax.com/,Nofollow,,Website,,404,"2020-09-29 05:07:02","2020-01-14 05:09:10"
537,16,https://www.avvo.com/all-lawyers/in/evansville.html,"Find the best lawyer in Evansville, IN - Avvo",211,21,http://www.shieldsdefensefirm.com/,Nofollow,,Website,,404,"2020-09-19 10:18:14","2020-03-25 13:32:53"
538,16,https://www.avvo.com/attorneys/72114-ar-brandon-haubert-4522738.html,"Lawyer Brandon Haubert - North Little Rock, AR Attorney - Avvo",191,35,https://ualr.edu/law/legal-innovation-hackathon/,Nofollow,,"Legal Technology",,404,"2020-09-21 07:19:24","2020-03-31 15:04:29"
539,16,https://www.avvo.com/attorneys/76102-tx-melinda-lehmann-84003.html,"Lawyer Melinda Lehmann - Fort Worth, TX Attorney - Avvo",167,15,http://www.tbls.org/WhyChooseBoardCertified.aspx,Dofollow,"Specialization, “Board Certified attorneys are experts…” and being Board Certified","“…is a mark of excellence and a distinguishing accomplishment.”","Only Board Certified attorneys can represent to the public that",404,"2020-09-16 00:18:25","2020-04-09 22:31:36"
540,16,https://www.avvo.com/attorneys/15219-pa-candice-komar-490694.html,"Lawyer Candice Komar - Pittsburgh, PA Attorney - Avvo",159,12,https://www.wpxi.com/pcnc/,Nofollow,,"High-Profile Divorce Filing",,404,"2020-09-27 14:48:57","2020-05-13 06:36:29"
541,16,https://www.avvo.com/attorneys/94104-ca-richard-bryan-178276.html,"Lawyer Richard Bryan - San Francisco, CA Attorney - Avvo",163,11,https://www.bryanhinshaw.com/,Nofollow,,http://www.bryanhinshaw.com/,,404,"2020-09-28 15:21:14","2020-05-12 12:32:18"
542,16,https://www.avvo.com/attorneys/66215-ks-malissa-walden-1843650.html,"Lawyer Malissa Walden - Lenexa, KS Attorney - Avvo",150,18,https://www.nbi-sems.com/Error/NotFound,Nofollow,,"Walk Through Consumer Bankruptcy Procedures and Forms",,404,"2020-09-30 21:52:02","2020-04-01 19:04:07"
543,16,https://www.avvo.com/attorneys/48302-mi-lisa-stern-761090.html,"Lawyer Lisa Stern - Bloomfield Hills, MI Attorney - Avvo",172,12,http://www.familylawmich.com/blog/,Nofollow,,"Attorney Lisa D. Stern",,0,"2020-08-16 09:25:21","2020-04-08 11:33:35"
544,16,https://www.avvo.com/attorneys/68131-ne-michael-haller-1950199.html,"Lawyer Michael Haller - Omaha, NE Attorney - Avvo",159,14,"http://casemaker.nebar.com/pdfs/nelawyer/2006/February 06/0206i.pdf",Nofollow,,"Omaha Lawyer Gets “Surprise” Billing in Mystery Novel",,0,"2020-08-27 19:15:53","2020-03-22 21:43:42"
545,16,https://www.avvo.com/attorneys/30326-ga-alan-hamilton-472409.html,"Lawyer Alan Hamilton - Atlanta, GA Attorney - Avvo",175,15,http://www2.law.mercer.edu/lawreview/onlineissues.cfm,Nofollow,,"Trial Practice and Procedure, 62 Mercer L. Rev. 339 (2010)",,404,"2020-09-19 20:29:50","2020-05-11 11:16:01"
546,16,https://www.avvo.com/estate-planning-lawyer/ne.html,"Find the best Estate Planning lawyer in Nebraska - Avvo",214,20,https://www.steffensinjurylaw.com/home,Nofollow,,Website,,404,"2020-09-14 12:01:17","2020-05-09 18:08:14"
547,16,https://www.avvo.com/attorneys/76102-tx-benson-varghese-1903538.html,"Lawyer Benson Varghese - Fort Worth, TX Attorney - Avvo",196,23,https://versustexas.com/federal-crimes/,Nofollow,,"Fort Worth Federal Criminal Defense Lawyer",,404,"2020-09-16 14:10:19","2020-04-06 03:31:41"
548,16,https://www.avvo.com/attorneys/89101-nv-lloyd-baker-4179328.html,"Lawyer Lloyd Baker - Las Vegas, NV Attorney - Avvo",145,36,http://kluc.cbslocal.com/,Nofollow,,"Motorcyle Accidents",,0,"2020-09-28 21:32:20","2020-05-08 04:23:13"
549,16,https://www.avvo.com/litigation-lawyer/ga/decatur.html,"Find the best Litigation lawyer in Decatur, GA - Avvo",190,44,https://www.hilleylaw.com/Attorneys/Mia-I-Frieder.shtml,Nofollow,,Website,,404,"2020-09-23 16:31:25","2020-05-05 04:17:18"
549,16,https://www.avvo.com/litigation-lawyer/ga/decatur.html,"Find the best Litigation lawyer in Decatur, GA - Avvo",190,44,https://lewisbrisbois.com/attorneys/rogers-leron-e,Nofollow,,Website,,404,"2020-09-11 03:12:44","2020-05-05 04:17:18"
550,16,https://www.avvo.com/attorneys/75024-tx-kathryn-murphy-160674.html,"Lawyer Kathryn Murphy - Plano, TX Attorney - Avvo",167,46,https://interactive.dmagazine.com/ask-the-expert-legal/kathryn-murphy/,Nofollow,,"Ask the Expert – Complex Property",,404,"2020-09-24 14:59:59","2020-04-06 13:51:31"
551,16,https://www.avvo.com/divorce-separation-lawyer/ar/little_rock.html,"Find the best Divorce lawyer in Little Rock, AR 2020 - Avvo",189,26,http://www.gregbryantlaw.com/,Nofollow,,Website,,404,"2020-09-29 08:04:09","2020-04-07 22:58:31"
551,16,https://www.avvo.com/divorce-separation-lawyer/ar/little_rock.html,"Find the best Divorce lawyer in Little Rock, AR 2020 - Avvo",189,26,https://www.gregbryantlaw.com/,Nofollow,,Website,,404,"2020-09-23 22:17:02","2020-04-07 22:58:31"
552,16,https://www.avvo.com/attorneys/49525-mi-gerald-stahl-403026.html,"Lawyer Gerald Stahl - Grand Rapids, MI Attorney - Avvo",193,30,http://legal.businessleaderspotlight.com/personal-injury/attorney-in-grand-rapids-mi-gerald-stahl/,Nofollow,,"Why Should I Hire A Personal Injury Lawyer",,0,"2020-08-16 20:16:12","2020-04-13 16:28:34"
553,16,https://www.avvo.com/litigation-lawyer/ny/brooklyn.html,"Find the best Litigation lawyer in Brooklyn, NY - Avvo",192,38,https://www.nataliegold.global/,Nofollow,,Website,,404,"2020-09-28 21:43:10","2020-05-07 11:54:11"
553,16,https://www.avvo.com/litigation-lawyer/ny/brooklyn.html,"Find the best Litigation lawyer in Brooklyn, NY - Avvo",192,38,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-05-07 11:54:11"
554,16,https://www.avvo.com/attorneys/78759-tx-john-chandler-84287.html,"Lawyer John Chandler - Austin, TX Attorney - Avvo",159,20,https://isc.idaho.gov/district.htm,Nofollow,"later clerked for the Honorable Richard St. Clair in the","Seventh Judicial District of Idaho","(Idaho Falls). I counsel in many aspects of intangible assets",404,"2020-09-26 05:01:43","2020-04-07 11:39:23"
555,16,https://www.avvo.com/attorneys/17110-pa-casey-sipe-1935345.html,"Lawyer Casey Sipe - Harrisburg, PA Attorney - Avvo",160,20,https://workology.com/tag/workology-podcast/,Nofollow,,"Wearable Technology and Workplace Privacy",,404,"2020-09-14 10:29:32","2020-04-17 11:22:41"
556,16,https://www.avvo.com/attorneys/60603-il-andrew-stoltmann-1686248.html,"Lawyer Andrew Stoltmann - Chicago, IL Attorney - Avvo",153,15,http://investmentfraudpro.blogspot.com/,Nofollow,,"Securities Arbitration &amp; Investment Fraud Attorneys",,404,"2020-09-29 00:57:38","2020-03-27 17:26:55"
557,16,https://www.avvo.com/attorneys/60181-il-patrick-weiland-1047737.html,"Lawyer Patrick Weiland - Oakbrook Terrace, IL Attorney - Avvo",191,56,https://www.dolciandweiland.com/criminal-defense/sex-crimes/failure-register-sex-offender-illinois/,Nofollow,,"Failure to Register as a Sex Offender",,404,"2020-09-16 09:07:25","2020-04-08 18:19:06"
557,16,https://www.avvo.com/attorneys/60181-il-patrick-weiland-1047737.html,"Lawyer Patrick Weiland - Oakbrook Terrace, IL Attorney - Avvo",191,56,https://www.dolciandweiland.com/criminal-defense/retail-theft/,Nofollow,,"DuPage County Retail Theft Lawyer",,404,"2020-09-14 00:45:39","2020-04-08 18:19:06"
558,16,https://www.avvo.com/attorneys/32501-fl-nicholas-medley-4572487.html,"Lawyer Nicholas Medley - Pensacola, FL Attorney - Avvo",155,25,http://www.coawfla.com/,Nofollow,,"Estate Planning and Nursing Home Medicaid",,0,"2020-09-01 10:31:08","2020-03-22 17:38:55"
559,16,https://www.avvo.com/attorneys/10016-ny-george-ilchert-893684.html,"Lawyer George Ilchert - New York, NY Attorney - Avvo",170,15,https://www.pilawyersnyc.com/Our-Attorneys/George-Ilchert.aspx,Nofollow,,"George W. Ilchert",,404,"2020-09-30 14:38:24","2020-03-26 08:09:52"
560,16,https://www.avvo.com/attorneys/80202-co-t-funk-1121365.html,"Lawyer T. Funk - Denver, CO Attorney - Avvo",161,117,http://new.abanet.org/sections/criminaljustice/Pages/funk.aspx,Nofollow,,"Benefitting From Amended Corporate Sentencing Guidelines … In Four Easy Steps",,0,"2020-09-28 14:52:27","2020-04-26 09:01:04"
560,16,https://www.avvo.com/attorneys/80202-co-t-funk-1121365.html,"Lawyer T. Funk - Denver, CO Attorney - Avvo",161,117,"https://chicago.suntimes.com/news/metro/2533036,CST-NWS-funk26.article",Nofollow,,"Street-smart U.S. Prosecutor is Moving On",,404,"2020-09-23 04:51:16","2020-04-26 09:01:04"
560,16,https://www.avvo.com/attorneys/80202-co-t-funk-1121365.html,"Lawyer T. Funk - Denver, CO Attorney - Avvo",161,117,http://www.shppk.org/docs/trial_skills.pdf,Nofollow,,"Kosovo Trial Skills Handbook",,0,"2020-09-13 14:22:57","2020-04-26 09:01:04"
561,16,https://www.avvo.com/attorneys/15222-pa-david-weber-4006246.html,"Lawyer David Weber - Pittsburgh, PA Attorney - Avvo",141,10,http://www.behrend-ernsberger.com/David_C._Weber.html,Nofollow,,"Attorney David C. Weber",,404,"2020-09-16 16:16:17","2020-04-09 05:27:48"
562,16,https://www.avvo.com/attorneys/37803-tn-chad-hampton-1697211.html,"Lawyer Chad Hampton - Maryville, TN Attorney - Avvo",157,20,https://law.utk.edu/centers-clinics/clayton-center/,Dofollow,"completed a Concentration in Business Transactions in association with the","Clayton Center for Entrepreneurial Law",", earning honors as the top graduate in the concentration and",404,"2020-09-28 22:27:53","2020-04-18 11:41:52"
563,16,https://www.avvo.com/attorneys/70113-la-leah-spivey-3343050.html,"Lawyer Leah Spivey - New Orleans, LA Attorney - Avvo",173,22,https://store.neworleansbar.org/products/immigration-cle-what-does-it-mean-to-be-new-orleans-cle-july-6-2017.html,Nofollow,,"Sanctuary City presentation by Office of Mayor Landrieu",,404,"2020-09-28 14:15:40","2020-04-05 23:49:08"
564,16,https://www.avvo.com/attorneys/23230-va-paul-guedri-1811221.html,"Lawyer Paul Guedri - Richmond, VA Attorney - Avvo",140,17,https://www.allenandallen.com/sitersfd.rss,Nofollow,,"Allen &amp; Allen Law Blog RSS Feed",,404,"2020-09-12 09:31:05","2020-04-14 18:36:05"
565,16,https://www.avvo.com/personal-injury-lawyer/id.html,"Find the best Personal Injury lawyer in Idaho - Avvo",214,21,http://www.seinigerlaw.com/,Nofollow,,Website,,404,"2020-09-29 05:36:40","2020-04-25 21:04:08"
566,16,https://www.avvo.com/attorneys/60601-il-robert-greenspoon-1184427.html,"Lawyer Robert Greenspoon - Chicago, IL Attorney - Avvo",149,18,https://stlr.org/cite.cgi?volume=12&article=4,Nofollow,,"Don't Assume a Can Opener: Confronting Patent Economic Theory with Licensing and Enforcement Reality",,404,"2020-09-17 02:08:50","2020-05-08 19:32:07"
567,16,https://www.avvo.com/attorneys/06033-ct-kate-haakonsen-1445436.html,"Lawyer Kate Haakonsen - Glastonbury, CT Attorney - Avvo",175,14,http://impak.acrnet.org/members_online/members/acr_ap_directory.asp?action=search&ind_last_name=Haakonsen&location=06033&ap_type=MED,Nofollow,,"Association for Conflict Resolution",,0,"2020-09-17 03:46:34","2020-04-24 12:38:06"
568,16,https://www.avvo.com/attorneys/70809-la-eulis-simien-4350429.html,"Lawyer Eulis Simien - Baton Rouge, LA Attorney - Avvo",169,23,https://www.simien.com/maritime-attorney-louisiana.html,Nofollow,"With an emphasis on Personal Injury litigation , Admiralty and","Maritime lawsuits",", Class Actions, Complex Litigation and Criminal Defense.",404,"2020-09-26 00:39:46","2020-04-08 14:56:46"
569,16,https://www.avvo.com/legal-guides/ugc/what-is-a-writ-of-restitution--1,"What is a Writ of Restitution? - Legal Guides - Avvo",152,10,http://www.azreblog.com/,Nofollow,Visit,www.azreblog.com,,404,"2020-09-20 05:00:24","2020-03-16 02:57:05"
570,16,https://www.avvo.com/attorneys/53202-wi-noah-fiedler-1507796.html,"Lawyer Noah Fiedler - Milwaukee, WI Attorney - Avvo",146,17,https://www.acc.com/chapters/wisc/index.cfm,Nofollow,,"Managing Contract Litigation: Three Recurring Traps to Avoid",,404,"2020-09-11 03:46:21","2020-04-23 12:54:30"
571,16,https://www.avvo.com/attorneys/19103-pa-evan-hughes-490490.html,"Lawyer Evan Hughes - Philadelphia, PA Attorney - Avvo",190,45,https://www.nbcphiladelphia.com/news/local/Philly-Police-Beat-Man-Bloody-on-Tape-102478809.html,Nofollow,,"Philly Police beat Man bloddy on Tape",,404,"2020-09-24 09:55:39","2020-04-14 22:27:41"
572,16,https://www.avvo.com/attorneys/90024-ca-ronald-goldman-369544.html,"Lawyer Ronald Goldman - Los Angeles, CA Attorney - Avvo",190,40,http://www.baumhedlundlaw.com/articles/largest-heist-in-history-american-express-v-italian-colors.php,Nofollow,,"The Largest Heist in History",,404,"2020-09-27 18:27:35","2020-04-15 10:10:09"
572,16,https://www.avvo.com/attorneys/90024-ca-ronald-goldman-369544.html,"Lawyer Ronald Goldman - Los Angeles, CA Attorney - Avvo",190,40,http://www.baumhedlundlaw.com/bhl2_press/superlawyers_2009.php,Dofollow,"in Million Dollar Verdicts by the Masters and has been","selected for inclusion in Southern California Super Lawyers®","for ten years in a row. He received his B.S.L.",404,"2020-09-26 09:59:53","2020-04-15 10:10:09"
572,16,https://www.avvo.com/attorneys/90024-ca-ronald-goldman-369544.html,"Lawyer Ronald Goldman - Los Angeles, CA Attorney - Avvo",190,40,http://www.baumhedlundlaw.com/baum-hedlund-press-releases/superlawyers_2009.php,Dofollow,"in Million Dollar Verdicts by the Masters and has been","selected for inclusion in Southern California Super Lawyers®","for ten years in a row. He received his B.S.L.",404,"2020-09-26 09:50:01","2020-04-15 10:10:09"
572,16,https://www.avvo.com/attorneys/90024-ca-ronald-goldman-369544.html,"Lawyer Ronald Goldman - Los Angeles, CA Attorney - Avvo",190,40,https://www.baumhedlundlaw.com/southern-california-super-lawyers-2009/,Dofollow,"in Million Dollar Verdicts by the Masters and has been","selected for inclusion in Southern California Super Lawyers®","for ten years in a row. He received his B.S.L.",404,"2020-09-19 15:52:40","2020-04-15 10:10:09"
572,16,https://www.avvo.com/attorneys/90024-ca-ronald-goldman-369544.html,"Lawyer Ronald Goldman - Los Angeles, CA Attorney - Avvo",190,40,https://www.baumhedlundlaw.com/pharmaceutical-articles/largest-heist-in-history-american-express-v-italian-colors.php,Nofollow,,"The Largest Heist in History",,404,"2020-09-17 15:47:00","2020-04-15 10:10:09"
572,16,https://www.avvo.com/attorneys/90024-ca-ronald-goldman-369544.html,"Lawyer Ronald Goldman - Los Angeles, CA Attorney - Avvo",190,40,https://www.baumhedlundlaw.com/consumer-protection-whistleblower-articles/largest-heist-history/,Nofollow,,"The Largest Heist in History",,404,"2020-09-13 00:39:14","2020-04-15 10:10:09"
573,16,https://www.avvo.com/attorneys/98121-wa-todd-devallance-32798.html,"Lawyer Todd DeVallance - Seattle, WA Attorney - Avvo",201,73,https://www.foxnews.com/on-air/fox-friends/index.html,Nofollow,,"Mom Fighting Child Killer for Custody",,404,"2020-09-28 18:31:57","2020-05-04 10:51:46"
574,16,https://www.avvo.com/legal-guides/ugc/administrative-license-revocation-alr-basics-in-texas,"Administrative License Revocation (ALR) Basics in Texas - Legal Guides - Avvo",175,17,http://www.conroecriminaldefenseattorney.com/dwiconroetexas/,"Nofollow, UGC",,"Conroe DWI Defense",,404,"2020-09-29 17:35:40","2020-04-23 23:36:05"
575,16,https://www.avvo.com/dui-dwi-lawyer/tx/bellaire.html,"Find the best DUI & DWI lawyer in Bellaire, TX - Avvo",190,43,http://www.thehoustondwilawyer.com/,Nofollow,,Website,,404,"2020-10-01 06:38:17","2020-04-01 15:15:10"
575,16,https://www.avvo.com/dui-dwi-lawyer/tx/bellaire.html,"Find the best DUI & DWI lawyer in Bellaire, TX - Avvo",190,43,https://www.thehoustondwilawyer.com/,Nofollow,,Website,,404,"2020-09-27 16:33:31","2020-04-01 15:15:10"
576,16,https://www.avvo.com/attorneys/15232-pa-noah-fardo-592338.html,"Lawyer Noah Fardo - Pittsburgh, PA Attorney - Avvo",188,50,https://www.pghfirm.com/page.aspx?PID=13,Dofollow,"Mr. Fardo has also taken a special interest in","medical malpractice claims involving plastic surgery and cosmetic surgery errors",". Too often, non-qualified physicians are attempting plastic surgery with",404,"2020-09-27 04:22:16","2020-04-05 21:50:08"
577,16,https://www.avvo.com/attorneys/19044-pa-danielle-peters-539218.html,"Lawyer Danielle Peters - Horsham, PA Attorney - Avvo",163,15,https://bloompetersnewsandupdates.blogspot.com/,Nofollow,,"Bloom Peters News &amp; Updates",,404,"2020-09-28 21:51:50","2020-04-11 01:41:53"
578,16,https://www.avvo.com/attorneys/43017-oh-jeffrey-perry-4228919.html,"Lawyer Jeffrey Perry - Dublin, OH Attorney - Avvo",193,58,https://www.campbellperrylaw.com/blog/,Nofollow,,"The First Amendment",,404,"2020-09-21 10:53:50","2020-03-26 21:47:58"
579,16,https://www.avvo.com/attorneys/84111-ut-lincoln-hobbs-1902074.html,"Lawyer Lincoln Hobbs - Salt Lake City, UT Attorney - Avvo",169,33,https://www.nbi-sems.com/Error/NotFound,Nofollow,,"Amending CC & Rs and Bylaws",,404,"2020-09-30 21:52:02","2020-03-26 19:34:01"
579,16,https://www.avvo.com/attorneys/84111-ut-lincoln-hobbs-1902074.html,"Lawyer Lincoln Hobbs - Salt Lake City, UT Attorney - Avvo",169,33,"http://enews.nbi-sems.com/c.html?rtr=on&s=n97,otnj,dz,cnka,4s8g,3y1r,deed&PDFLink1=http://www.nbi-sems.com/Enbi/Email/55616T.htm?ctname=SPKEM&type=faculty&woys=2&year=2011",Nofollow,,"Amending CC & Rs and Bylaws",,0,"2020-09-01 07:16:27","2020-03-26 19:34:01"
580,16,https://www.avvo.com/attorneys/39206-ms-charles-irvin-4333209.html,"Lawyer Charles Irvin - Jackson, MS Attorney - Avvo",196,19,https://www.aclu-ms.org/news/2016/03/15/biloxi-and-aclu-settle-lawsuit-over-jailing-indigent-people,Nofollow,,"Biloxi and ACLU Settle Lawsuit Over Jailing of Indigent People",,404,"2020-09-15 16:21:29","2020-04-17 16:45:59"
581,16,https://www.avvo.com/attorneys/14221-ny-steve-boyd-958844.html,"Lawyer Steve Boyd - Buffalo, NY Attorney - Avvo",196,31,https://www.wkbw.com/news/local/41402032.html,Nofollow,,"Amherst Man Pleads Guilty To Deadly Hit and Run",,404,"2020-09-18 09:20:02","2020-05-04 21:14:23"
582,16,https://stories.avvo.com/news/tenuous-legality-hunting-buried-treasure.html,"The tenuous legality of hunting for buried treasure - AvvoStories",48,24,https://gemmadeealexander.wordpress.com/,Dofollow,"and at a landfill. See other things she has written",here.,,0,"2020-09-28 14:25:13","2020-06-24 10:13:49"
583,16,https://stories.avvo.com/rights/immigration/easy-immigrants-become-citizens.html,"Do immigrants really have an easy time getting into the US? - AvvoStories",50,47,https://gemmadeealexander.wordpress.com/,Dofollow,"and at a landfill. See other things she has written",here.,,0,"2020-09-28 14:25:13","2020-06-28 11:21:32"
